id,stratum,doi_r,doi_o,A,B,has_fulltext,claude_verdict,claude_own_outcome,claude_confidence,claude_evidence_basis,claude_reasoning,claude_quote,claude_correct_original,codex_verdict,codex_own_outcome,codex_confidence,codex_evidence_basis,codex_reasoning,codex_quote,codex_correct_original,consensus
orig-127,original,10.1093/cercor/bhz238,,mo,ours,True,both,n/a,high,packet_fulltext,The paper states repeatedly that its lag-1 BOLD repetition-suppression results replicate both Kristjánsson et al. (2007) and Rorden et al. (2011). It even matches Kristjánsson et al.'s threshold for the comparison. Both answers are genuinely re-tested originals.,replicating Kristjánsson et al. (2007) and Rorden et al. (2011),,both,n/a,high,packet_fulltext,"The paper explicitly characterizes its lag-1 analysis as a replication of earlier neuroimaging findings and names both Kristjánsson et al. (2007) and Rorden et al. (2011). Although its ROI definitions rely specifically on Kristjánsson et al., the discussion and Figure 3 caption identify the observed repetition-related BOLD reductions as replicating both studies, so both answers name genuine originals re-tested here.","We found evidence for reduced BOLD responses for repeated features and locations in frontoparietal regions, notably IPS and FEF, replicating previous imaging studies (Kristjánsson et al. 2007;Rorden et al. 2011), even though these effects only survived a correction for multiple comparisons over the whole brain for color.","Kristjánsson et al. (2007), “Neural basis for priming of pop-out during visual search revealed with fMRI,” DOI: 10.1093/cercor/bhl072; and Rorden et al. (2011), “Neural correlates of inter-trial priming and role-reversal in visual search,” DOI: 10.3389/fnhum.2011.00151",both
orig-128,original,10.1093/ntr/nty218,,mo,ours,False,mo,n/a,medium,web_abstract_or_partial,"The replicated association is the per-allele effect of the major Val (C) allele of rs6265 on smoking initiation (their OR 1.07). That matches the Tobacco and Genetics Consortium 2010 GWAS meta-analysis (Nat Genet, ng.571; OR 1.06 for rs6265 C), the source of the 'earlier reported association' with smoking initiation. Lang et al. 2006 reported the Met66 allele associated with smoking, the opposite allele. Full text was not accessible.",The sex- and age-adjusted analysis confirmed that the major (Val) allele increased the risk of being a lifetime ever smoker (per allele odds ratio [OR] = 1.07,,mo,n/a,high,web_abstract_or_partial,"The replication reports that the major Val allele of rs6265 increased smoking-initiation risk (OR 1.07), matching Answer A’s 2010 genome-wide meta-analysis, which identified the corresponding C/Val allele as increasing risk (OR 1.06). Answer B’s Lang et al. study instead reported increased smoking among Met-allele carriers, the opposite risk allele.",The sex- and age-adjusted analysis confirmed that the major (Val) allele increased the risk of being a lifetime ever smoker.,,mo
orig-129,original,10.1093/rheumatology/ker444,,mo,ours,False,mo,n/a,high,packet_abstract_only,"The paper replicates the authors' own microsatellite genome-wide association study of Behçet's disease in Japanese patients (six microsatellite markers), which is Meguro et al. 2010 (Ann Rheum Dis). Mizuki et al. 2010 (Nat Genet) is a SNP GWAS identifying IL23R-IL12RB2/IL10, not the microsatellite markers tested here.","A genome-wide association study identified six microsatellite markers as disease susceptibility loci for Japanese patients with Behçet's disease. To confirm our recent results, these microsatellite markers were examined in a Korean population as a replication study.",,mo,n/a,high,web_fulltext,"The replication paper identifies its target as the Japanese microsatellite GWAS cited as reference 8. Reference 8 is Meguro et al. (2010), “Genetics of Behcet disease inside and outside the MHC,” which is Answer A; Answer B is separately cited as a SNP-array GWAS.","A GWAS using microsatellite markers demonstrated that 6 (D3S0186i, D6S0014i, D6S0032i, 536G12A, D12S0645i, D22S0104i) of 23,465 markers differed significantly between patients and healthy subjects by using pooled DNA and individual typing methods in the Japanese population [8].",,mo
orig-130,original,10.1093/scan/nst102,,ours,mo,False,both,n/a,medium,web_fulltext,"The paper directly replicates Paxton et al. (2011), 'Reflection and reasoning in moral judgment', for the original dilemma. It also re-tests Kahane et al.'s claim with their new dilemma, and its title frames the paper as a reply to Kahane. Answer B's title and year identify Paxton et al., but its authors and DOI (Herec et al., cogs.13168) belong to a different, later paper, so the correct Paxton citation is given here.",We replicated both of the main findings from Paxton et al. (2011) using the DI dilemma (Sophie's Choice).,"Paxton, J. M., Ungar, L., & Greene, J. D. (2012/online 2011). Reflection and reasoning in moral judgment. Cognitive Science 36(1), 163-177. doi:10.1111/j.1551-6709.2011.01210.x",ours,n/a,high,web_fulltext,The paper tests Kahane et al.’s claim using one of Kahane et al.’s new dilemmas and explicitly describes its design as a direct test of their alternative hypothesis. Answer B names a later paper that replicated different work and therefore cannot be the original targeted here.,This design provides a direct test of Kahane et al.’s alternative hypothesis,,split
orig-131,original,10.1093/schbul/sbad161,,ours,mo,False,mo,n/a,high,web_fulltext,"The paper sets out to conceptually replicate the analyses of the original PAUSS validation paper, which is Kästner et al. 2015 (developed and validated PAUSS in ASC and SSD samples). Deste et al. 2018 is cited only as a subsequent validation study.","First, we sought to conceptually replicate the analyses from the original PAUSS validation paper.","Kästner et al. (2015), BMC Psychiatry, doi:10.1186/s12888-015-0494-x",mo,n/a,high,web_fulltext,"The replication paper explicitly identifies Kästner et al. as the authors of the original PAUSS validation paper and states that its main analyses conceptually replicate that study. Reference 13 is Kästner et al. (2015), “Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia,” which is Answer B; Deste et al. is cited only as subsequent research.","Main analyses (figure 1) first sought to conceptually replicate, where possible for the current dataset, Kästner et al’s original PAUSS paper.",,mo
orig-132,original,10.1098/rspb.2009.1765,,ours,mo,False,mo,n/a,high,web_fulltext,The embedded-triangle (2s among 5s) task being repeated is Ramachandran & Hubbard 2001a; the methods say the experiment is based closely on it and results 'support the original findings of Ramachandran & Hubbard (2001a)'. Dixon et al. 2000 is cited only for synaesthetic colours evoked by thinking about numbers.,Our present experiment is based closely on the experiments of Ramachandran & Hubbard (2001a),"Ramachandran & Hubbard (2001a), Proc R Soc B, doi:10.1098/rspb.2000.1576",mo,n/a,high,web_fulltext,"The paper explicitly identifies Ramachandran and Hubbard (2001a) as the source of the original embedded-shapes experiment and describes its own experiment as closely based on it. Dixon et al. (2000) is cited only regarding synaesthetic colours evoked by thinking about letters or numbers, not as the study being replicated.","Ramachandran & Hubbard (2001a) reported an influential experiment to demonstrate the authenticity of grapheme-colour synaesthesia, termed the ‘embedded shapes task’.",,mo
orig-133,original,10.1098/rstb.2021.0459,,ours,mo,False,mo,n/a,medium,web_fulltext,"The paper uses Aglioti et al.'s original dual-display paradigm (forced-choice same/different judgement combined with grasping) and replicates that classic dissociation. Haffenden et al. 2001 is cited as a later replication of the dissociation with added controls, not the design followed here.","Using the original dual display paradigm, we replicated the finding that grasp aperture is refractory to the illusion.","Aglioti, DeSouza & Goodale (1995), Current Biology, doi:10.1016/s0960-9822(95)00133-3",mo,n/a,high,web_fulltext,"The paper identifies Aglioti et al. (1995) as introducing the classic grasping paradigm and says the current experiment followed that study’s procedure. Haffenden et al. (2001) is discussed later as support for an obstacle-avoidance account, not as the principal original being replicated.","In a now classic grasping paradigm introduced in 1995, Aglioti et al. [1] showed that the scaling of grasp aperture",,mo
orig-134,original,10.1101/lm.1896010,,mo,ours,False,mo,n/a,medium,web_fulltext,"Voss & Paller re-run the conditions of their own earlier implicit-recognition demonstrations (kaleidoscope stimuli, forced-choice, divided attention, similar foils) to re-establish accurate guessing. Jeneson et al. 2010 is the failed replication they respond to, not the original.","Replicating the conditions that achieved the strongest evidence for implicit recognition previously (kaleidoscope stimuli, forced-choice testing, encoding with divided attention, high target/foil perceptual similarity)","Voss, Baym & Paller (2008), Learning & Memory, doi:10.1101/lm.971208",mo,n/a,high,web_fulltext,"The paper identifies Voss et al. (2008) as its “original report” of highly accurate guesses and tests conditions under which that finding recurs. Jeneson et al. (2010) is described as a failed replication that motivated the new manipulation, not as the original study.","In several prior experiments, we reported findings indicative of recognition without awareness (Voss et al. 2008; Voss and Paller 2009).",,mo
orig-135,original,10.1111/bjdp.12216,,mo,ours,False,mo,n/a,high,web_fulltext,"The paper states repeatedly that it is a close replication of Mireault et al. (2014), the 6- and 12-month social-referencing/humour study, with younger infants. The 2015 JECP paper is cited but not named as the replicated study.","The present two longitudinal within-subjects studies employed a close replication of Mireault et al.'s (2014) study, but tested infants at 5, 6, and 7 months","Mireault et al. (2014), Infant Behavior and Development, doi:10.1016/j.infbeh.2014.06.004",mo,n/a,high,web_fulltext,"The introduction explicitly describes the two longitudinal studies as a close replication of Mireault et al. (2014). The discussion again says the studies replicated that work, particularly its finding that infants independently appraise absurd events as humorous.",The present two longitudinal within-subjects studies employed a close replication of Mireault et al.’s (2014) study,"Mireault et al. (2014), “Social looking, social referencing and humor perception in 6-and 12-month-old infants,” doi:10.1016/j.infbeh.2014.06.004",mo
orig-136,original,10.1111/desc.13399,,mo,ours,True,mo,n/a,medium,packet_fulltext,"The replicated findings (shape bias in novel noun generalization and its relation to productive noun vocabulary) follow Samuelson & Smith 1999: same 17-31-month age range, same novel words, and the vocabulary relation is attributed to it. Smith et al. 2002 is a training study cited for theory, not re-tested.","We also examined how these behaviors were influenced by productive noun vocabulary size, based on similar relations in prior studies (Samuelson & Smith, 1999).","Samuelson & Smith (1999), Cognition, doi:10.1016/s0010-0277(99)00034-7",mo,n/a,high,packet_fulltext,"The paper re-tests the noun-generalization shape bias and its relationship with productive noun vocabulary, explicitly linking these analyses to Samuelson and Smith (1999). Smith et al. (2002) is cited for an explanatory proposal and attention-training findings, not as the study whose experimental result is directly replicated here.",We replicated prior findings that attention to shape increased with the number of nouns in children's productive vocabularies,"Early noun vocabularies: Do ontology, category structure and syntax correspond? — Samuelson, Larissa K.; Smith, Linda B. (1999), doi:10.1016/S0010-0277(99)00034-7",mo
orig-137,original,10.1111/j.1540-4781.2006.00384.x,,mo,ours,False,ours,n/a,high,web_abstract_or_partial,"The abstract says it is a partial replication of Gatbonton's (2000) study, and the article's reference list (Crossref) contains only Gatbonton 2000 in the Canadian Modern Language Review. Answer A's DOI points to the 1999 MLJ article, which is not the one cited.","This qualitative study is a partial replication of Gatbonton's (2000) study, using her stimulated recall methodology and coding features","Gatbonton (2000), Canadian Modern Language Review 56(4):585, doi:10.3138/cmlr.56.4.585",ours,n/a,high,web_abstract_or_partial,"The replication paper explicitly describes itself as a partial replication of Gatbonton (2000). Its reference list identifies that study as “Investigating Experienced ESL Teachers’ Pedagogical Knowledge” in the Canadian Modern Language Review, corresponding to DOI 10.3138/cmlr.56.4.585; Answer A’s DOI belongs to a separate 1999 Modern Language Journal article.","Gatbonton, E. (2000). Investigating experienced ESL teachers' pedagogical knowledge. Canadian Modern Language Review, 56, 585–616.",,ours
orig-138,original,10.1111/jabr.12029,,mo,ours,False,both,n/a,medium,web_abstract_or_partial,"The paper replicates the findings of the earlier in situ repeated-measures driver-stress studies (plural) by the Hennessy/Wiesenthal group; both cited studies used that methodology. Congestion effects come from 1997 and trait stress susceptibility from 2000, and both are replicated.",The current study replicated the findings of the in situ methodology using a between-subjects research design.,"Hennessy & Wiesenthal (1997) and Hennessy, Wiesenthal & Kohn (2000)",both,n/a,high,web_fulltext,"The paper describes its target as a program of earlier in-situ, repeated-measures research rather than a single study. It explicitly includes both Hennessy and Wiesenthal (1997) and Hennessy, Wiesenthal, and Kohn (2000), and re-tests primary findings associated with that research program using a between-subjects design.","“Hennessy, Wiesenthal and colleagues initiated a program of research that utilized an in-vehicle in situ methodology (e.g., Hennessy & Wiesenthal, 1997…; Hennessy, Wiesenthal, & Kohn, 2000).”",,both
orig-139,original,10.1111/sjop.12816,,ours,mo,False,both,n/a,medium,web_fulltext,"Study 1 'fully replicated prior findings' linking conscientiousness to positive vaccination attitudes, citing both Lin & Wang 2020 (US survey) and Lee et al. 2017 (New Zealand) as those Western findings. Neither is singled out as the one original.","Based on self-reported data, Study 1 fully replicated prior findings that higher levels of conscientiousness are associated with more positive attitudes towards vaccination in a Chinese student sample.","Lin & Wang (2020) and Lee, Duck & Sibley (2017)",both,n/a,high,web_fulltext,"The paper frames Study 1 as replicating prior findings that conscientiousness is positively associated with vaccination attitudes. It explicitly identifies both Lee et al. (2017) and Lin and Wang (2020) as prior studies establishing that relationship, so both answers name genuine originals being re-tested.","there is a relationship between the personality trait of conscientiousness and individual attitudes toward vaccination (Lee et al., 2017; Lin & Wang, 2020).",,both
orig-140,original,10.1111/spsr.12479,,ours,mo,False,mo,n/a,high,web_fulltext,The replicated March 2020 US MTurk experiment with an educational correction of exponential growth bias raising support for social distancing is Lammers et al. 2020. Banerjee is cited only as background evidence that the bias exists.,"Our experiment adapts parts of the analysis by Lammers et al. (2020), which we describe here in short, before explaining the experimental setup of our study in more detail.","Lammers, Crusius & Gast (2020), PNAS, doi:10.1073/pnas.2006048117",mo,n/a,high,web_fulltext,"The full text explicitly identifies Lammers et al. (2020) as the replicated study and says the new experiment adapts its analysis. It further specifies that the design resembles Study 3 of Lammers and colleagues, making Answer B correct; Banerjee et al. is cited but is not identified as the replication target.","The study we replicated (Lammers et al., 2020) used an MTurk sample of US-Americans and conducted the exponential growth experiment in March 2020 during the first wave of the pandemic.",,mo
orig-141,original,10.1167/8.1.1,,mo,ours,False,mo,n/a,medium,web_fulltext,"The abstract names Webster & MacLin 1999 as the source of the face adaptation effect in general, but the replicated finding (adaptation to ethnicity, gender, and their combination) is Webster et al. 2004, and the methods call Experiment 1 a replication of it.",This was a replication of the Webster et al. (2004) experiment.,"Webster, Kaping, Mizokami & Duhamel (2004), Nature, doi:10.1038/nature02420",mo,n/a,high,web_fulltext,"Experiment 1 explicitly identifies Webster et al. (2004) as the study being replicated and retests its finding that adaptation to female faces makes a neutral face appear male, and vice versa. Webster and MacLin (1999) is cited as the first demonstration of configural face aftereffects, not as the specific experiment replicated here.","Webster et al. (2004) demonstrated that after adapting to a set of female faces, a previously neutral face appears male, and vice versa. Here, we replicated this experiment to demonstrate that adaptation causes a shift in categorical perception.",,mo
orig-142,original,10.1177/1526924816641814,,ours,mo,False,ours,n/a,medium,web_abstract_or_partial,"The prior study showing that a lone ICRO is of little use is the authors' own IIFF-model field experiment (Alvaro et al. 2011), which compared an ICRO with the full IIFF model, as this one does. Salim et al. 2014 is a kiosk study by other authors and does not test the IIFF components.","The goal of the current set of studies was to conceptually replicate a prior study indicating the lack of utility of a lone, immediate and complete registration opportunity (ICRO).","Alvaro, Siegel & Jones (2011), Psychology, Health & Medicine, doi:10.1080/13548506.2011.564353",mo,n/a,high,web_abstract_or_partial,"The replication paper describes re-testing the finding that a lone, passive immediate registration opportunity has little utility. Salim et al. (2014), explicitly cited by the paper, compared unstaffed kiosks providing that opportunity with staffed kiosks supplying engagement and information; Answer A instead concerns whether providing an immediate registration opportunity increases registration.",The goal of the current set of studies was to conceptually replicate a prior study indicating the lack of utility of a lone immediate and complete…,,split
orig-143,original,10.1177/153944928900900404,,ours,mo,False,mo,n/a,high,web_abstract_or_partial,"The direct replication (OTJR 9(4)) re-runs Barnes's earlier 1989 study (OTJR 9(3)): same title, 3 boys, weight bearing and prehension, and that study ends by calling for direct replication. The 1986 paper was a preliminary study that also tested trunk rotation, with children of both sexes.",The purpose of this study was to conduct a direct replication of a previous study by the same investigator in which a positive relationship between this treatment and the development of prehension abilities was observed.,"Barnes (1989), OTJR 9(3):143-154, doi:10.1177/153944928900900302",mo,n/a,high,web_abstract_or_partial,"The direct replication appeared in volume 9, issue 4 (pp. 235–242) and refers to a previous study by the same investigator. Answer B is Barnes’s immediately preceding volume 9, issue 3 study (pp. 143–154) with the matching title and intervention; the broader 1986 study in A was an earlier precursor rather than the study directly replicated here.",The purpose of this study was to conduct a direct replication of a previous study by the same investigator in which a positive relationship between this treatment and the development of prehension abilities was observed.,,mo
orig-144,original,10.1177/1948550619887702,,mo,ours,False,mo,n/a,high,packet_abstract_only,"The abstract says the paper is a multilab replication of 'a recent preregistered experiment with the Stroop task as the depleting task and the antisaccade task as the outcome task', which is Dang et al. (2017). Hagger et al. (2016) was itself an RRR that used a letter-crossing task, so it is not what this paper replicates.","A recent preregistered experiment with the Stroop task as the depleting task and the antisaccade task as the outcome task found a medium-level effect size. In the current research, we conducted a preregistered multilab replication of that experiment.",,mo,n/a,high,web_fulltext,"The full text identifies Dang et al. (2017) as the experiment being replicated and states that the replication used the same experimental procedure. Hagger et al. (2016) is discussed as an earlier multilab project that the present study sought to complement, not as its target original study.","Therefore, we preregistered and conducted a high-powered multilab project to replicate the experiment by Dang and colleagues in a standardized way.","The ego could be depleted, providing initial exertion is depleting: A pre-registered experiment of ego depletion — Dang, Liu, Liu, and Mao (2017), doi:10.1027/1864-9335/a000308",mo
orig-145,original,10.1186/s12881-014-0102-9,,ours,mo,False,mo,n/a,high,web_fulltext,"The introduction says the 24 signals come from the authors' earlier evaluation of 82 candidate genes in the Irish cohort, cited as ref 45 (Pangilinan et al. 2012). Carter et al. (ref 44, the 64-SNP study) is cited only as one of several earlier candidate studies.","In one of the largest studies to date we previously reported evaluation of the common genetic variation in 82 candidate genes for NTD risk in an Irish population [ 45 ]. ... In the current study, we test 24 of the resulting nominally significant association signals",,mo,n/a,high,web_fulltext,"The paper says that its 24 tested signals resulted from the authors’ earlier evaluation of 82 candidate genes, cited as reference 45. Reference 45 is the 2012 Pangilinan et al. study named in Answer B; the Carter et al. study in Answer A is reference 44, not the identified primary study.",we previously reported evaluation of the common genetic variation in 82 candidate genes for NTD risk in an Irish population [45].,"Pangilinan et al. (2012), Evaluation of common genetic variants in 82 candidate genes as risk factors for neural tube defects, doi:10.1186/1471-2350-13-62",mo
orig-146,original,10.1186/s40359-021-00536-3,,ours,mo,True,mo,n/a,medium,packet_fulltext,"Experiments 1-2 conceptually replicate the initial doorway demonstration [15] (Radvansky & Copeland 2006, 'Radvansky and colleagues' study design'). Experiments 3-4 replicate the real-life doorway effects [16] (Radvansky, Krawietz & Tamplin 2011). Lawrence & Peterson (2016) is cited only as the source of the curtain set-up. The packet has no reference list, so the reference numbers are mapped from context.","The aim of Experiment 1 was to conceptually replicate the original study demonstrating the doorway effect [15] ... In Experiments 3 and 4, we aimed to conceptually replicate previous experiments that demonstrate the doorway effect in real life contexts [16].",,mo,n/a,high,packet_fulltext,"The paper explicitly says Experiments 1 and 2 conceptually replicate the initial demonstration of the doorway effect, cited as reference [15], which is Radvansky and Copeland (2006). It also states that Experiments 3 and 4 replicate real-life doorway experiments cited as [16], Radvansky, Krawietz, and Tamplin (2011). Lawrence and Peterson (2016) influenced the curtain setup, but the paper does not identify their imagined-navigation study as the principal original being replicated.","First, in Experiments 1 and 2, we conceptually replicated key elements of Radvansky and colleagues' study design while controlling for a number of additional factors... In Experiments 3 and 4, we sought to replicate the doorway effect using a real-life environment, navigated either passively via watching a recorded video (Experiment 3) or actively via actually walking through the environment (Experiment 4).",,mo
orig-147,original,10.1207/s15327906mbr0104_1,,ours,mo,False,mo,n/a,medium,web_abstract_or_partial,"The paper replicates the child behavioral-characteristics rating study with foster children and compares its cluster scores with the outpatient-clinic children. That outpatient sample is Borgatta & Fanshel (1965/66), which is in the reference list. Borgatta (1960) is a methodological paper on adult rankings and self-assessments. Full text was not accessible, so this rests on the abstract and the Crossref reference list.",Cluster scores are shown to differentiate between outpatient and foster children groups of subjects.,,mo,n/a,high,web_abstract_or_partial,The replication paper applies the child-behavior ratings to foster children and explicitly compares their cluster scores with those of outpatient children. This matches Borgatta and Fanshel’s 1965 study of children known to psychiatric outpatient clinics; Answer A concerns rankings and self-assessments rather than this child clinical-rating research.,Cluster scores are shown to differentiate between outpatient and foster children groups of subjects.,,mo
orig-148,original,10.1371/journal.pgen.1011192,,mo,ours,False,mo,n/a,high,web_fulltext,"The known associations tested come from the HGI release 7 meta-analysis (the B1 hospitalisation contrast, with HostSeq samples removed), cited as Kanai et al. 2023, 'A second update on mapping the human genetic architecture of COVID-19'. The 2021 first HGI paper is not the source of the loci replicated.","The current version of HGI, released in April 2022, found 51 loci across all phenotypic contrasts ... Our HostSeq GWAS replicated two main loci from the HGI meta-analysis.",,mo,n/a,high,web_fulltext,"The methods state that the replication used the non-overlapping HGI version 7 results, called HGI7no. The paper identifies the HGI v7/current release as reference 8, Kanai et al. (2023), “A second update on mapping the human genetic architecture of COVID-19,” which is Answer A; the 2021 study in Answer B is cited only as earlier related work.",“We used HGI7no findings for our replication study.” Reference 8 is “A second update on mapping the human genetic architecture of COVID-19.”,,mo
orig-149,original,10.1371/journal.pone.0022070,,ours,mo,True,both,n/a,medium,packet_fulltext,"The paper tests whether published eQTL-QT associations from liver [14] (Schadt et al. 2008), blood/adipose [12] (Emilsson et al. 2008) and fresh lymphocytes [13] can be detected in LCLs, and it fails to replicate them. Both answers name studies among those re-tested. This re-test is a secondary part of a mainly discovery study.","Using LCLs, we also failed to replicate previous reported eQTL associations with BMI, LDL, HDL and triglycerides levels derived from fresh lymphocytes, adipose and liver tissue [12][13][14]38].",,both,n/a,high,packet_fulltext,"The paper explicitly re-examines previously reported eQTL–quantitative-trait associations from references [12] and [14], which are Emilsson et al. and Schadt et al., respectively. It tests whether their associations derived from adipose, blood, and liver tissue can be detected in its LCL datasets, so both answers identify genuine originals being re-tested.","Using LCLs, we also failed to replicate previous reported eQTL associations with BMI, LDL, HDL and triglycerides levels derived from fresh lymphocytes, adipose and liver tissue [12][13][14]38].","Both Schadt et al. (2008), “Mapping the genetic architecture of gene expression in human liver,” DOI 10.1371/journal.pbio.0060107, and Emilsson et al. (2008), “Genetics of gene expression and its effect on disease,” DOI 10.1038/nature06758.",both
orig-150,original,10.1371/journal.pone.0155554,,ours,mo,True,ours,n/a,medium,packet_fulltext,"The study is framed as testing the postnatal stability of smoking-associated methylation, established in adolescents [6] (Lee et al.), across the lifecourse [7] (Richmond et al.) and in 3-5-year-olds [8] (Ladd-Acosta et al.). Its conclusion is that it 'replicated previous findings confirming the postnatal stability'. Joubert et al. (newborns [2]) is the discovery source of the CpGs but reports a newborn finding, not the postnatal persistence this paper re-tests.",We replicated previous findings confirming the postnatal stability of methylation disruption at MYO1G and CNTNAP2 genes in association with in utero exposure to maternal smoking throughout pregnancy,,both,n/a,high,packet_fulltext,"The paper explicitly compares its EWAS results with the prior studies represented in both answers. It reports that the significant CNTNAP2 and MYO1G CpGs were previously found in newborns (Joubert et al., Answer B), adolescents and longitudinal cohorts (Lee and Richmond), and children aged 3–5 years (Ladd-Acosta), all listed in Answer A.","Interestingly, the CpG sites we identified in the CNTNAP2 and MYO1G genes were the same as those previously reported in newborns [2], 3-5 year old children [8], for adolescents at age 12-16 years [6] and longitudinally in newborns, 7 year old children and 17 year old adolescents [7].",,split
orig-151,original,10.1371/journal.pone.0194101,,mo,ours,True,mo,n/a,high,packet_fulltext,"Study 2 is an explicit conceptual replication of Furlanetto et al. (2016). Study 1 uses and reports replicating the Samson et al. (2010) dot perspective-taking effect. Santiesteban et al. (2014) supplies the arrow contrast, but the paper does not frame it as the target of replication.","In Study 2, we conducted a conceptual replication of what we thought was the most convincing finding in support of the implicit mentalizing position to date-Furlanetto et al.'s [23] finding",,mo,n/a,high,packet_fulltext,"The paper explicitly says that Study 1 replicated the effect documented by Samson et al., while Study 2 was a conceptual replication of Furlanetto et al.'s goggles study. Santiesteban et al. is discussed as related prior evidence concerning arrows and domain-general processing, but the authors do not identify it as the study they set out to replicate.","Although we replicated the effect documented in Samson et al. [14] that individuals make both egocentric and altercentric errors in the dot perspective-taking task, we also found that participants made these sorts of errors for both non-social stimuli (i.e., arrows) and social stimuli (i.e., avatars). ... In Study 2, we conducted a conceptual replication of what we thought was the most convincing finding in support of the implicit mentalizing position to date-Furlanetto et al.'s [23] finding that people exhibit altercentric interference when the avatar in the dot-perspective taking task is wearing translucent goggles but not when the avatar is wearing opaque goggles (i.e., when the avatar cannot see).","Dana Samson et al. (2010), “Seeing it their way: Evidence for rapid and involuntary computation of what other people see,” DOI: 10.1037/a0018729; and Tiziano Furlanetto et al. (2016), “Altercentric interference in level 1 visual perspective taking reflects the ascription of mental states, not submentalizing,” DOI: 10.1037/xhp0000138.",mo
orig-152,original,10.1371/journal.pone.0255484,,ours,mo,True,mo,n/a,medium,packet_fulltext,"The finding re-tested is that raising blood glucose reduces delay discounting, from Wang & Dvorak (2010) (ref [3]); the paper adopts 'virtually the same procedures' as [3]. Sawicki et al. (2019) [8] is itself a failed replication that proposed the palatability moderator. The paper tests that proposed mechanism, which is not an original finding being replicated.","although the experiment was highly-powered and adopted virtually the same procedures as those used in previous studies of blood glucose and delay discounting (see e.g., [3])",,both,n/a,high,packet_fulltext,"The paper re-tests the positive blood-glucose effect reported in Wang and Dvorak (Answer B), explicitly noting that its procedure closely followed earlier studies such as reference [3]. It also directly extends and confirms the solid-food null findings of Sawicki et al. (Answer A), identified as reference [8], by testing that study’s proposed explanation involving meal pleasantness. Thus both earlier studies are genuine targets of the present replication/extension.","These results provide evidence that increasing people's blood glucose levels using food with complex nutritional contents (as opposed to sweet beverages) does not influence future discounting levels [8]. In a more general sense, the results also provide additional evidence about the lack of a connection between blood glucose levels and discounting of monetary rewards, and confirm some other previous findings also showing that increases in blood glucose levels do not impact delay discounting [6][7][8].",,split
orig-153,original,10.1371/journal.pone.0262902,,ours,mo,False,mo,n/a,medium,web_fulltext,"The stated replication aims are the trait BAS and anticipatory-pleasure correlations with effort allocation, reported by Geaney et al. (2015) and Ohmann et al. (2020) (refs 23-24), plus split-half reliability. Treadway et al. (2009) introduced the task but is not named as the finding being replicated.",We seek to replicate these correlations in both studies,,mo,n/a,high,web_fulltext,"The paper explicitly identifies the trait–task correlations reported for the original EEfRT by Geaney et al. (2015) and for the modified EEfRT by Ohmann et al. (2020), then states that it seeks to replicate them. Treadway et al. (2009) introduced the original task, but it is not the specific antecedent cited for this replication objective.",We seek to replicate these correlations in both studies.,,mo
orig-154,original,10.1523/eneuro.0332-19.2020,,ours,mo,False,mo,n/a,high,web_fulltext,"The paper uses the authors' own Shank3 mutant line and replicates the behaviours they reported earlier in Jaramillo et al. (2017), Autism Research. Peça et al. (2011) is a different Shank3 model from another lab.","Previously, we have demonstrated that mice deficient in Shank3 display a wide range of behavioral abnormalities such as repetitive grooming, social deficits, anxiety, and motor abnormalities. In this study, we replicate many of these behaviors in Shank3 mutant mice.",,mo,n/a,high,web_fulltext,"The paper explicitly describes the Shank3E13 mutant as originating in Jaramillo et al. (2017) and presents the mutant control cohorts as a replication of that study’s behavioral findings. Peça et al. (2011) used a similar model whose findings were validated by the 2017 study, but it is not the direct original being re-tested here.","These results replicate many, but not all, of our original findings in the Shank3E13 mutant mice",,mo
orig-155,original,10.1534/g3.117.300366,,mo,ours,False,mo,n/a,high,web_fulltext,"The paper includes an explicit replication, using identical NanoString probes, of the two common chromosome 21 CNVs reported by Sailani et al. (2013). Ramachandran et al. is the same group's earlier genome-wide CNV study, which is background rather than a replication target.",we used our large cohort of 198 DS+AVSD cases and 211 DS+NH controls in an independent replication of Sailani et al. (2013).,,mo,n/a,high,web_fulltext,"The paper explicitly describes its work as an independent replication of Sailani et al. (2013), whose two reported chromosome 21 CNV associations it retested. Ramachandran et al. is cited as the authors’ prior study and is not the target of this replication.",we used our large cohort of 198 DS+AVSD cases and 211 DS+NH controls in an independent replication of Sailani et al. (2013).,"Sailani et al. (2013), “The complex SNP and CNV genetic architecture of the increased risk of congenital heart defects in Down syndrome,” doi:10.1101/gr.147991.112",mo
