doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.3109/15412555.2014.908831,https://doi.org/10.1055/s-2005-864322,failure,close extension,2015,<i>IL-8</i>Gene Variants are Associated with Lung Function Decline and Multidimensional BODE Index in COPD Patients But Not with Disease Susceptibility: A Validation Study,biological sciences,,no,high,8.5
10.3109/17482968.2012.704926,https://doi.org/10.1093/hmg/ddp339,success,close extension,2012,Replication of association of CHRNA4 rare variants with sporadic amyotrophic lateral sclerosis: The Italian multicentre study,biological sciences,,no,high,8.5
10.3121/cmr.2013.1199,https://doi.org/10.1056/nejmoa1101029,inconclusive,close extension,2014,SNPs Previously Associated with Dupuytren's Disease Replicated in a North American Cohort,biological sciences,,no,high,8.5
10.31219/osf.io/q56rk,https://doi.org/10.1177/0261927x01020004004,success,direct or close,2024,"Effects of the Generic Masculine and its Alternatives in Germanophone countries - A Multi-lab Replication and Extension of Stahlberg, Sczesny, and Braun, 2001",social sciences,,yes,,
10.31222/osf.io/8psw2,https://doi.org/10.1037/0022-3514.76.6.893,,direct or close,2022,Successes and Failures of Replications: A Meta-Analysis of Independent Replication Studies Based on the OSF Registries,social sciences,FReD explorer (Feb 2026 import),yes,,
10.31234/osf.io/3bhja,https://doi.org/10.1037/a0038647,failure,direct or close,2019,"No personality change following unemployment: A registered replication of Boyce, Wood, Daly, and Sedikides (2015)",social sciences,FReD v2.4.2 (June 2026 import),yes,,
10.31234/osf.io/453js,https://doi.org/10.1111/j.1467-9280.2007.01961.x,failure,direct or close,2024,"Preregistered Replication and Extension of ""Moral Hypocrisy: Social Groups and the Flexibility of Virtue""",social sciences,FReD explorer (Feb 2026 import),yes,,
10.31234/osf.io/68jft,https://doi.org/10.1016/j.obhdp.2018.10.004,success,direct or close,2024,Corruption and Hierarchy: A Replication of Studies 1c and 6 of Fath &amp;amp; Kay 2018,social sciences,,yes,,
10.31234/osf.io/bgp3m,https://doi.org/10.1111/j.1467-9280.2006.01704.x,failure,direct or close,2022,"Replicating  Epley and Gilovich: Need for Cognition, Cognitive Load, and Forewarning do not Moderate Anchoring Effects",social sciences,,yes,,
10.31234/osf.io/drfht,https://doi.org/10.1073/pnas.1511269112,inconclusive,direct or close,2022,Placebo analgesia reduces costly prosocial helping to lower another’s pain,biological sciences,,yes,,
10.31234/osf.io/esu9z,https://doi.org/10.1177/1948550611432938,success,direct or close,2024,WITHDRAWN,social sciences,FReD v2.4.2 (June 2026 import),yes,,
10.31234/osf.io/gd6ej,https://doi.org/10.1037/0096-3445.135.4.641,failure,direct or close,2020,"Subjective Likelihood and the Construal Level of Future Events:   A Replication Study of Wakslak, Trope, Liberman, and Alony (2006)",social sciences,FReD explorer (Feb 2026 import),yes,,
10.31234/osf.io/hb69x,https://doi.org/10.1016/j.cognition.2014.09.006,failure,direct or close,2021,The Drunk Utilitarian Revisited: Does Alcohol Really Increase Utilitarianism in Moral Judgment?,social sciences,FReD explorer (Feb 2026 import),yes,,
10.31234/osf.io/jfmsz,https://doi.org/10.1073/pnas.2120668119,success,direct or close,2024,WITHDRAWN,social sciences,,yes,,
10.31234/osf.io/mtsx8,https://doi.org/10.1037/0003-066x.54.6.408,failure,direct or close,2018,Are sex differences in preferences for physical attractiveness and good earning capacity in potential mates smaller in countries with greater gender equality?,social sciences,FReD explorer (Feb 2026 import),yes,,
10.31234/osf.io/nymh2,https://doi.org/10.1023/a:1015044207315,failure,direct or close,2022,"Defaults versus framing: Revisiting Default Effect and Framing Effect with replications and extensions of Johnson and Goldstein (2003) and Johnson, Bellman, and Lohse (2002)",social sciences,FReD v2.4.2 (June 2026 import),yes,,
10.31234/osf.io/pcy98,https://doi.org/10.1037/0096-3445.136.1.154,failure,close extension,2023,"The effect of red on intelligence: p-curve, p-uniform, and a failed replication",social sciences,,no,high,8.1
10.31234/osf.io/pgj3c,https://doi.org/10.1007/s12035-014-8632-x,failure,close experiment,2017,A low-cost Morris Water Maze for undergraduate research: Construction and demonstration in a rat model of obesity-induced diabetes,biological sciences,,no,high,8.5
10.31234/osf.io/ux8ef,https://doi.org/10.1111/j.1467-9280.2008.02062.x,failure,direct,2007,"Investigating variation in replicability: A ""many labs"" replication project
",social sciences,,yes,,
10.31234/osf.io/w87yr,https://doi.org/10.1037/h0076284,success,direct or close,2020,Does social psychology persist over half a century?  A direct replication of Cialdini et al.’s (1975) classic door-in-the-face technique,social sciences,,yes,,
10.31234/osf.io/xjaty,https://doi.org/10.1038/s41586-022-04452-3,failure,direct or close,2024,WITHDRAWN,social sciences,,yes,,
10.31234/osf.io/xr6bn,https://doi.org/10.1111/psyp.12132,inconclusive,direct or close,2024,"Psychometric Reliability of ERN and Pe Across Flanker, Stroop, and Go/No-Go Tasks: A Direct and Conceptual Replication",biological sciences,,yes,,
10.31236/osf.io/tzn6d,https://doi.org/10.1152/japplphysiol.91324.2008,failure,direct or close,2019,Does mental fatigue impair physical performance? A replication study,biological sciences,,yes,,
10.3138/cmlr.59.3.393,https://doi.org/10.4324/9781315841342-5,success,close,2003,Analyzing late interlanguage with learner corpora: Quebec replications of three European studies,social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list | original identified from S2 col-DH citation + S1/web; original_url via book-chapter DOI (2014 Routledge reissue)",no,high,l2-marsden2018-v1
10.3201/eid1903.121029,https://doi.org/10.3201/eid1303.060549,failure,direct,2013,Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells,biological sciences,,no,high,8.5
10.3233/blc-150027,https://doi.org/10.1002/cncr.27871,failure,close extension,2016,Independent Replication of Published Germline Polymorphisms Associated with Urinary Bladder Cancer Prognosis and Treatment Response,biological sciences,,no,high,8.5
10.3233/dma-2011-0879,https://doi.org/10.1126/science.1142447,failure,close extension,2012,Replication of Relevant SNPs Associated with Cardiovascular Disease Susceptibility Obtained from GWAs in a Case-Control Study in a Canarian Population.,biological sciences,,no,medium,8.5
10.3233/jad-122395,https://doi.org/10.1038/ng1943,success,close extension,2013,SORL1 is Genetically Associated with Neuropathologically Characterized Late-Onset Alzheimer's Disease,biological sciences,,no,high,8.5
10.3233/jad-132432,https://doi.org/10.3410/f.2137000.1737107,inconclusive,close extension,2014,Association of TMEM106B rs1990622 Marker and Frontotemporal Dementia: Evidence for a Recessive Effect and Meta-Analysis,biological sciences,,no,high,8.5
10.3233/jad-140225,https://doi.org/10.1056/nejmoa1211851,failure,close extension,2014,"Lack of Genetic Association Between
            <i>TREM2</i>
            and Late-Onset Alzheimer's Disease in a Japanese Population",biological sciences,,no,high,8.5
10.3233/jad-2009-1200,https://doi.org/10.1001/archneurol.2007.3,failure,close extension,2009,GOLPH2 Gene Markers are Not Associated with Alzheimer's Disease in a Sample of the Spanish Population,biological sciences,,no,high,8.5
10.3233/jad-2011-111847,https://doi.org/10.1371/journal.pgen.1001130,success,close extension,2012,Replication of the MTHFD1L Gene Association with Late-Onset Alzheimer's Disease in a Northern Han Chinese Population,biological sciences,,no,high,8.5
10.3233/jad-2012-112123,https://doi.org/10.1212/wnl.0b013e3181b6bbe3,inconclusive,close experiment,2012,Replication Study to Confirm the Role of CYP2D6 Polymorphism rs1080985 on Donepezil Efficacy in Alzheimer's Disease Patients,biological sciences,,no,high,8.5
10.3233/jem-2006-0262,https://doi.org/10.1111/1467-8462.00207,failure,direct,2006,Replicating a study of mothers' forgone earnings in Australia,social sciences,,no,high,8.5
10.3233/jem-2007-0268,https://doi.org/10.1086/260061,success,close extension,2007,"Fama MacBeth 1973: Reproduction, extension, robustification",social sciences,,yes,,
10.3238/arztebl.2020.0347,https://doi.org/10.1016/s0084-3970(08)70466-3,success,direct or close,2020,The Prevalence and Effects of Stalking,biological sciences,,no,,
10.32601/ejal.460588,https://doi.org/10.1111/j.1540-4781.1996.tb05468.x,failure,close experiment,2015,The role of translation in vocabulary acquisition: A replication study,social sciences,,no,high,8.5
10.32872/cpe.7679,https://doi.org/10.1093/abm/kay011,failure,conceptual,2022,Open-label placebo effects on psychological and physical well-being: A conceptual replication study,social sciences,,no,high,8.0
10.32996/ijllt.2023.6.6.5,https://www.semanticscholar.org/paper/dafeb437049c75e0c25431627c9b8aaebf57c16b,inconclusive,close extension,2023,English Language Primary Teachers’ Perceptions about Homework: A Replication Study,social sciences,,no,high,8.5
10.3324/haematol.2010.022459,https://doi.org/10.1038/ng.430,success,close extension,2010,Replication analysis confirms the association of ARID5B with childhood B-cell acute lymphoblastic leukemia,biological sciences,,no,high,8.5
10.33549/physiolres.933580,https://doi.org/10.1038/ng.291,inconclusive,close extension,2017,Polygenic Hypercholesterolemia: Examples of GWAS Results and Their Replication in the Czech-Slavonic Population,biological sciences,,no,medium,8.5
10.3357/asem.3172.2012,https://doi.org/10.3357/asem.2013.2008,success,close extension,2012,Hypoxia Training: Symptom Replication in Experienced Military Aircrew,biological sciences,,no,high,8.5
10.3382/ps.0741561,https://doi.org/10.3382/PS.0721813,inconclusive,direct,1995,Two-Way Selection for Threshold Body Weight at First Egg in Broiler Strain Females.,biological sciences,,no,high,8.5
10.3386/w11591,,failure,close experiment,2005,Evidence that Seat Belts are as Effective as Child Safety Seats in Preventing Death for Children Aged Two and Up,biological sciences,,no,medium,8.8-base
10.3386/w12607,https://doi.org/10.1162/00335530151144050,failure,direct or close,2006,"Further Tests of Abortion and Crime: A Response to Donohue and Levitt (2001,2004, 2006)",social sciences,,partially,,
10.3386/w19442,https://www.semanticscholar.org/paper/7a3ab9619033ecc7caa5ec6f94d89164dd52ae9d,success,direct or close,2013,The Possible Unemployment Cost of Average Inflation below a Credible Target,social sciences,,partially,,
10.3386/w21588,https://doi.org/10.2307/2523702,reversal,direct or close,2015,The Wage Impact of the Marielitos: A Reappraisal,social sciences,,partially,,
10.3386/w21801,https://doi.org/10.2307/2523702,success,direct or close,2015,The Labor Market Effects of a Refugee Wave: Applying the Synthetic Control Method to the Mariel Boatlift,social sciences,,partially,,
10.3386/w21850,https://doi.org/10.2307/2523702,reversal,direct or close,2016,The Wage Impact of the Marielitos: Additional Evidence,social sciences,,partially,,
10.3386/w25018,https://doi.org/10.1093/qje/121.1.267,success,direct or close,2018,Difference-in-Differences with Variation in Treatment Timing,social sciences,,partially,,
10.3389/fcomm.2022.1017362,https://doi.org/10.1371/journal.pone.0186049,inconclusive,close experiment,2022,Values disclosures and trust in science: A replication study,social sciences,,no,high,8.5
10.3389/fendo.2020.00231,https://doi.org/10.1016/j.neuropsychologia.2015.10.016,success,conceptual,2020,Avoidance Learning Across the Menstrual Cycle: A Conceptual Replication,biological sciences,,no,high,8.0
10.3389/fendo.2023.1081741,https://doi.org/10.1172/jci129937,failure,close extension,2023,Four missense genetic variants in CUBN are associated with higher levels of eGFR in non-diabetes but not in diabetes mellitus or its subtypes: A genetic association study in Europeans,biological sciences,,no,high,8.5
10.3389/fgene.2018.00363,https://doi.org/10.1111/j.1365-2222.2006.02443.x,success,close extension,2018,MS4A2-rs573790 Is Associated With Aspirin-Exacerbated Respiratory Disease: Replicative Study Using a Candidate Gene Strategy,biological sciences,,no,high,8.5
10.3389/fgene.2020.00827,https://doi.org/10.1001/jamaophthalmol.2019.5293,failure,close extension,2020,Replication of the Association Between Keratoconus and Polymorphisms in PNPLA2 and MAML2 in a Han Chinese Population,biological sciences,,no,high,8.0
10.3389/fgene.2020.456661,https://doi.org/10.1016/j.metabol.2015.09.020,success,close extension,2020,Candidate Gene Analysis Reveals Strong Association of CETP Variants With High Density Lipoprotein Cholesterol and PCSK9 Variants With Low Density Lipoprotein Cholesterol in Ghanaian Adults: An AWI-Gen Sub-Study,biological sciences,,no,high,8.5
10.3389/fimmu.2015.00563,https://doi.org/10.1037/e527312012-164,failure,direct,2015,The Timing of T Cell Priming and Cycling,social sciences,Curate Science scrape,yes,,
10.3389/fnagi.2021.702810,https://doi.org/10.3389/fnins.2013.00253,success,close extension,2021,Validating Habitual and Goal-Directed Decision-Making Performance Online in Healthy Older Adults,social sciences,,no,high,8.5
10.3389/fnagi.2024.1433426,https://doi.org/10.1024/1662-9647/a000074,inconclusive,close extension,2024,Longitudinal accelerated brain age in mild cognitive impairment and Alzheimer’s disease,biological sciences,,no,high,8.5
10.3389/fnbeh.2020.00128,https://doi.org/10.1007/s11682-017-9762-3,failure,direct,2020,Resting State Cortico-Limbic Functional Connectivity and Dispositional Use of Emotion Regulation Strategies: A Replication and Extension Study,biological sciences,,no,high,8.5
10.3389/fnbeh.2022.944890,https://doi.org/10.1007/s10519-009-9325-5,success,close experiment,2022,Assessment of Binge-Like Eating of Unsweetened vs. Sweetened Chow Pellets in BALB/c Substrains,biological sciences,,no,high,8.5
10.3389/fnbeh.2025.1555081,https://doi.org/10.1016/j.cub.2017.09.001,failure,close extension,2025,The rhythm of memory. Does theta frequency audio/visual flicker improve recall?,biological sciences,,no,high,8.5
10.3389/fncel.2013.00015,https://doi.org/10.1038/sj.npp.1301475,success,close extension,2013,Novel molecular changes induced by Nrg1 hypomorphism and Nrg1-cannabinoid interaction in adolescence: a hippocampal proteomic study in mice,biological sciences,,no,high,8.5
10.3389/fncel.2025.1681881,https://doi.org/10.1016/j.cell.2023.08.037,success,close experiment,2025,Single-nucleus RNA-seq reveals no increase in T cells in Alzheimer’s disease prefrontal cortex or hippocampus,biological sciences,,no,high,8.5
10.3389/fncom.2011.00044,https://doi.org/10.1016/j.neuron.2006.03.016,success,conceptual,2011,Distinguishing linear vs. non-linear integration in CA1 radial oblique dendrites: it’s about time,biological sciences,,no,high,8.5
10.3389/fneur.2019.00884,https://doi.org/10.1016/j.jns.2014.08.011,failure,close experiment,2019,Microstructural White Matter Characteristics in Parkinson's Disease With Depression: A Diffusion Tensor Imaging Replication Study,biological sciences,,no,high,8.0
10.3389/fnhum.2013.00078,https://doi.org/10.1080/02699930600625081,success,close experiment,2013,Stop feeling: inhibition of emotional interference following stop-signal trials,social sciences,,no,high,8.5
10.3389/fnhum.2013.00572,https://doi.org/10.3758/bf03195794,success,close extension,2013,Behavioral and neural interaction between spatial inhibition of return and the Simon effect,social sciences,,no,high,8.5
10.3389/fnhum.2013.00817,https://doi.org/10.1371/journal.pone.0003631,success,close experiment,2013,Functional diffusion tensor imaging at 3 Tesla,biological sciences,,no,high,8.5
10.3389/fnhum.2015.00028,https://doi.org/10.1016/j.neuroimage.2009.07.031,success,close extension,2015,Metaphors are physical and abstract: ERPs to metaphorically modified nouns resemble ERPs to abstract language,biological sciences,,no,medium,8.5
10.3389/fnhum.2015.00037,https://doi.org/10.1007/s00426-004-0173-x,success,close extension,2015,Temporal dynamics of attentional selection in adult male carriers of the fragile X premutation allele and adult controls,social sciences,,no,high,8.5
10.3389/fnhum.2018.00472,https://doi.org/10.1523/jneurosci.6486-10.2011,inconclusive,close experiment,2018,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,social sciences,,no,high,8.5
10.3389/fnhum.2019.00309,https://doi.org/10.1016/j.concog.2010.07.005,failure,close extension,2019,Emotion in Chinese Words Could Not Be Extracted in Continuous Flash Suppression,social sciences,,no,high,8.5
10.3389/fnhum.2020.00230,https://doi.org/10.1093/cercor/bhy086,failure,close experiment,2020,Effect of tDCS Over the Right Inferior Parietal Lobule on Mind-Wandering Propensity,biological sciences,,no,high,8.5
10.3389/fnhum.2020.00265,https://doi.org/10.1016/j.biopsycho.2016.10.006,inconclusive,close experiment,2020,Wheelchair Control in a Virtual Environment by Healthy Participants Using a P300-BCI Based on Tactile Stimulation: Training Effects and Usability,biological sciences,,no,high,8.5
10.3389/fnhum.2021.629648,https://doi.org/10.1162/089892904323057308,success,close extension,2021,Contrast and Conflict in Dutch Vowels,social sciences,,no,high,8.5
10.3389/fnhum.2022.997230,https://doi.org/10.1016/j.cortex.2019.11.014,failure,direct or close,2022,No evidence for an effect of selective spatial attention on the development of secondary hyperalgesia: A replication study,biological sciences,,no,,
10.3389/fnhum.2023.1233594,https://doi.org/10.1037/0022-3514.81.5.922,failure,close extension,2023,Not so different after all? An event-related potential study on item and source memory for object-scene pairs in German and Chinese young adults,social sciences,,no,high,8.5
10.3389/fnhum.2024.1482052,https://doi.org/10.1371/journal.pone.0171992,inconclusive,close extension,2024,The impact of typological similarities and differences between German and Italian on the acquisition of language-specific phonetic cues in bilingual children: insights from the T-complex,biological sciences,,no,high,8.5
10.3389/fninf.2018.00046,https://doi.org/10.1162/089976606775093882,inconclusive,close experiment,2018,Reproducing Polychronization: A Guide to Maximizing the Reproducibility of Spiking Network Models,biological sciences,,no,high,8.5
10.3389/fnins.2016.00531,https://doi.org/10.1002/ana.24215,failure,direct,2016,Investigation of SNP rs2060546 Immediately Upstream to NTN4 in a Danish Gilles de la Tourette Syndrome Cohort,biological sciences,,no,high,8.5
10.3389/fnins.2017.00654,https://doi.org/10.1016/j.biopsycho.2017.07.008,failure,close experiment,2017,Switching between Multiple Codes of SNARC-Like Associations: Two Conceptual Replication Attempts with Anodal tDCS in Sham-Controlled Cross-Over Design,biological sciences,,no,high,8.5
10.3389/fnins.2018.00920,https://doi.org/10.1080/23273798.2018.1552978,success,close extension,2018,Does TMS Disruption of the Left Primary Motor Cortex Affect Verb Retrieval Following Exposure to Pantomimed Gestures?,social sciences,,no,high,8.5
10.3389/fnins.2019.00078,https://doi.org/10.1016/j.neuropsychologia.2015.12.030,failure,close experiment,2019,Anodal tDCS and High-Frequency tRNS Targeting the Occipitotemporal Cortex Do Not Always Enhance Face Perception,biological sciences,,no,high,8.5
10.3389/fnins.2019.01161,https://doi.org/10.1016/j.cub.2016.02.063,success,direct,2019,Surveillance During REM Sleep for the First-Night Effect,biological sciences,,no,high,8.5
10.3389/fnins.2020.00342,https://doi.org/10.3758/s13415-011-0038-x,success,close experiment,2020,Goal-Conflict EEG Theta and Biased Economic Decisions: A Role for a Second Negative Motivation System,biological sciences,,no,high,8.5
10.3389/fnins.2021.627445,https://doi.org/10.1016/j.brs.2017.05.005,failure,close experiment,2021,No Impact of Functional Connectivity of the Motor System on the Resting Motor Threshold: A Replication Study,biological sciences,,no,high,8.0
10.3389/fnins.2023.1267611,https://doi.org/10.1016/j.concog.2023.103474,success,close extension,2023,Cross-validation of the ego dissolution scale: implications for studying psychedelics,social sciences,,no,high,8.5
10.3389/fnint.2011.00048,https://doi.org/10.1007/s002210050683,failure,direct,2011,Slow Potentials in Time Estimation: The Role of Temporal Accumulation and Habituation,biological sciences,,no,high,8.5
10.3389/fnint.2020.571408,https://doi.org/10.1371/journal.pone.0136521,success,close experiment,2020,Social Cognition in Autism Spectrum Disorder Across the Adult Lifespan: Influence of Age and Sex on Reading the Mind in the Eyes Task in a Cross-sectional Sample,social sciences,,no,high,8.5
10.3389/fnint.2022.1041423,https://doi.org/10.12688/f1000research.3894.1,inconclusive,direct,2022,Reproducing and quantitatively validating a biologically-constrained point-neuron model of CA1 pyramidal cells,biological sciences,,no,high,8.5
10.3389/fnint.2022.847824,https://doi.org/10.1016/j.neuroimage.2021.117832,success,close extension,2022,Vascular Health Is Associated With Functional Connectivity Decline in Higher-Order Networks of Older Adults,biological sciences,,no,high,8.5
10.3389/fnint.2022.974177,https://doi.org/10.1371/journal.pcbi.1007606,success,direct,2022,Learning and replaying spatiotemporal sequences: A replication study,biological sciences,,no,high,8.0
10.3389/fnint.2023.935177,https://doi.org/10.7554/elife.63751.sa2,success,close experiment,2023,Toward reproducible models of sequence learning: replication and analysis of a modular spiking network with reward-based learning,biological sciences,,no,high,8.5
10.3389/fnrgo.2023.1199347,https://doi.org/10.3390/s23063006,success,close extension,2023,Physiological synchrony in electrodermal activity predicts decreased vigilant attention induced by sleep deprivation,social sciences,,no,high,8.5
10.3389/fnsys.2025.1547276,https://doi.org/10.1371/journal.pone.0173064,failure,conceptual,2025,Replicability of a resting-state functional connectivity study in profound early blindness,biological sciences,,no,high,8.0
10.3389/fonc.2023.1139347,https://doi.org/10.1097/fpc.0000000000000302,failure,close extension,2023,Replication of genetic associations of chemotherapy-related cardiotoxicity in the adjuvant NSABP B-31 clinical trial,biological sciences,,no,high,8.0
10.3389/fphar.2024.1391412,https://doi.org/10.1523/jneurosci.23-26-08836.2003,inconclusive,conceptual,2024,"Effects of psilocybin, psychedelic mushroom extract and 5-hydroxytryptophan on brain immediate early gene expression: Interaction with serotonergic receptor modulators",biological sciences,,no,medium,8.0
10.3389/fphys.2010.00213,https://doi.org/10.1016/j.cognition.2009.08.015,success,close experiment,2010,The two forms of visuo-spatial perspective taking are differently embodied and subserve different spatial prepositions,social sciences,,no,high,8.5
10.3389/fpsyg.2011.00274,https://doi.org/10.1162/jocn.2009.21014,success,close experiment,2011,Literacy Affects Spoken Language in a Non-Linguistic Task: An ERP Study,social sciences,,no,high,8.5
10.3389/fpsyg.2012.00056,https://doi.org/10.1038/nn.2112,inconclusive,close experiment,2012,How Predictable are “Spontaneous Decisions” and “Hidden Intentions”? Comparing Classification Results Based on Previous Responses with Multivariate Pattern Analysis of fMRI BOLD Signals,biological sciences,,no,high,8.5
10.3389/fpsyg.2014.00265,https://doi.org/10.1167/9.7.17,success,close experiment,2014,How low can you go? Changing the resolution of novel complex objects in visual working memory according to task demands,social sciences,,no,high,8.5
10.3389/fpsyg.2014.00754,https://doi.org/10.1523/jneurosci.6018-08.2009,success,close extension,2014,Discrimination of speech and non-speech sounds following theta-burst stimulation of the motor cortex,biological sciences,,no,high,8.5
10.3389/fpsyg.2014.00800,https://doi.org/10.1016/j.neulet.2010.05.087,failure,close extension,2014,Hits and misses: leveraging tDCS to advance cognitive research,biological sciences,,no,high,8.5
10.3389/fpsyg.2014.00855,https://doi.org/10.1016/j.biopsycho.2011.07.001,success,direct,2014,Sequential modulations of the Simon effect depend on episodic retrieval,social sciences,,no,high,8.5
10.3389/fpsyg.2014.01343,https://doi.org/10.1037/0278-7393.20.5.1063,success,direct,2014,On the reliability of retrieval-induced forgetting,social sciences,,no,high,8.5
10.3389/fpsyg.2015.00249,https://doi.org/10.5709/acp-0120-2,success,conceptual,2015,"Stimulus-category competition, inhibition, and affective devaluation: a novel account of the uncanny valley",social sciences,,no,high,8.8-base
10.3389/fpsyg.2015.01106,https://doi.org/10.1037/0022-3514.74.6.1504,success,close experiment,2015,Feel like you belong: on the bidirectional link between emotional fit and group identification in task groups,social sciences,,no,high,8.5
10.3389/fpsyg.2015.01621,https://doi.org/10.1080/17470218.2010.533278,success,close experiment,2015,The influence of math anxiety on symbolic and non-symbolic magnitude processing,social sciences,,no,high,8.5
10.3389/fpsyg.2015.01982,https://doi.org/10.1016/j.actpsy.2010.02.009,success,close experiment,2016,What can Written-Words Tell us About Lexical Retrieval in Speech Production?,social sciences,,no,high,8.5
10.3389/fpsyg.2016.00396,https://doi.org/10.1016/j.actpsy.2015.05.006,success,conceptual,2016,Guessing versus Choosing an Upcoming Task,social sciences,,no,high,8.5
10.3389/fpsyg.2016.00994,https://doi.org/10.1016/j.beth.2007.08.009,success,close extension,2016,Understanding Dysregulated Behaviors and Compulsions: An Extension of the Emotional Cascade Model and the Mediating Role of Intrusive Thoughts,social sciences,,no,high,8.1
10.3389/fpsyg.2016.01479,https://doi.org/10.1016/j.jml.2004.05.006,failure,conceptual,2016,Some Alternatives? Event-Related Potential Investigation of Literal and Pragmatic Interpretations of Some Presented in Isolation,social sciences,,no,high,8.5
10.3389/fpsyg.2016.01646,https://doi.org/10.1080/17470218.2015.1038280,success,close extension,2016,Predicting Lexical Priming Effects from Distributional Semantic Similarities: A Replication with Extension,social sciences,,no,high,8.5
10.3389/fpsyg.2016.02081,https://doi.org/10.1016/j.jml.2005.02.004,success,direct or close,2017,Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies,social sciences,,no,,
10.3389/fpsyg.2017.00239,https://doi.org/10.1006/jesp.1997.1341,success,conceptual,2017,Mindlessly Polite: A Conceptual Replication of the Emotional Seesaw Effect on Compliance and Information Processing,social sciences,,no,high,8.5
10.3389/fpsyg.2017.01954,https://doi.org/10.1080/17470218.2012.659190,success,close extension,2017,Eye Contact and Fear of Being Laughed at in a Gaze Discrimination Task,social sciences,,no,high,8.5
10.3389/fpsyg.2017.02362,https://doi.org/10.1016/j.jcps.2015.10.002,success,close extension,2018,When Do Morally Motivated Innovators Elicit Inspiration Instead of Irritation?,social sciences,,no,high,8.5
10.3389/fpsyg.2018.00258,https://doi.org/10.1017/s0142716410000159,failure,close experiment,2018,Effects of Grammatical Structure of Compound Words on Word Recognition in Chinese,social sciences,,no,high,8.5
10.3389/fpsyg.2018.00398,https://doi.org/10.1016/j.ajp.2015.06.019,success,close experiment,2018,The Role of Empathy and Life Satisfaction in Internet and Smartphone Use Disorder,social sciences,,no,high,8.5
10.3389/fpsyg.2018.00874,https://doi.org/10.1080/17588928.2015.1048677,failure,close experiment,2018,The Influence of Co-action on a Simple Attention Task: A Shift Back to the Status Quo,social sciences,,no,high,8.5
10.3389/fpsyg.2018.02790,https://doi.org/10.1371/journal.pone.0071182,success,close extension,2019,"Joint Action Enhances Cohesion and Positive Affect, but Suppresses Aspects of Creativity When Combined With Shared Goals",social sciences,,no,high,8.5
10.3389/fpsyg.2019.00375,https://doi.org/10.1037/a0032269,inconclusive,conceptual,2019,A Novel Test of Pure Irrelevance-Induced Blindness,social sciences,,no,high,8.5
10.3389/fpsyg.2019.01381,https://doi.org/10.1080/03057240.2013.785941,inconclusive,close extension,2019,Moral Elevation and Economic Games: The Moderating Role of Personality,social sciences,,no,high,8.5
10.3389/fpsyg.2019.02086,https://doi.org/10.1086/668234,success,close extension,2019,Increased Preference and Value of Consumer Products by Attentional Selection,social sciences,,no,high,8.5
10.3389/fpsyg.2019.02474,https://doi.org/10.1037/emo0000578,success,direct,2019,"Surprise, Curiosity, and Confusion Promote Knowledge Exploration: Evidence for Robust Effects of Epistemic Emotions",social sciences,,no,high,8.5
10.3389/fpsyg.2020.01764,https://doi.org/10.3758/bf03210819,success,close experiment,2020,Influence of Reward Motivation on Directed Forgetting in Younger and Older Adults,social sciences,,no,high,8.5
10.3389/fpsyg.2020.02090,https://doi.org/10.1103/physrevphyseducres.15.020116,success,close extension,2020,Changes in Students’ Understanding of and Visual Attention on Digitally Represented Graphs Across Two Domains in Higher Education: A Postreplication Study,social sciences,,no,high,8.0
10.3389/fpsyg.2021.604843,https://doi.org/10.3758/s13415-015-0379-y,success,close extension,2021,Sensitivity to Sunk Costs Depends on Attention to the Delay,social sciences,,no,high,8.5
10.3389/fpsyg.2021.612923,https://doi.org/10.1037/a0017990,success,close extension,2021,"The Expressive Triad: Structure, Color, and Texture Similarity of Emotion Expressions Predict Impressions of Neutral Faces",social sciences,,no,high,8.5
10.3389/fpsyg.2021.623402,https://doi.org/10.3389/fpsyg.2015.02062,failure,direct,2021,Temporal Regularity May Not Improve Memory for Item-Specific Detail,social sciences,,no,high,8.5
10.3389/fpsyg.2021.662828,https://doi.org/10.3389/fpsyg.2020.00611,success,close extension,2021,Replication Studies on Significant Differences in Personality Profiles of Securely and Insecurely Attached Psychotherapists and Dentists,social sciences,,no,high,8.5
10.3389/fpsyg.2021.676271,https://doi.org/10.1037/xhp0000285,failure,close extension,2021,Using Rational Models to Interpret the Results of Experiments on Accent Adaptation,social sciences,,no,high,8.5
10.3389/fpsyg.2021.696025,https://doi.org/10.1126/science.1210789,inconclusive,close extension,2021,Failure to Find Altruistic Food Sharing in Rats,social sciences,,no,high,8.5
10.3389/fpsyg.2021.711173,https://doi.org/10.3389/fpsyg.2020.00626,inconclusive,close extension,2021,A Multilevel Person-Centered Examination of Teachers' Workplace Experiences: Replication and Extension With Links to Instructional Support and Achievement,social sciences,,no,high,8.5
