doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1080/19439342.2019.1684343,"Mobile money, risk sharing, and transaction costs: a replication study of evidence from Kenya’s mobile money revolution",10.1257/aer.104.1.183,Risk Sharing and Transactions Costs: Evidence from Kenya's Mobile Money Revolution,control,agrees_with_mo,"[""Risk Sharing and Transactions Costs: Evidence from Kenya's Mobile Money Revolution""]",['10.1257/aer.104.1.183'],@jack2013,gpt-5.4-mini,@jack2013,This study re-examines Jack and Suri's 'Risk Sharing and Transaction Costs' paper.,,True,"The study explicitly states it re-examines Jack and Suri's 'Risk Sharing and Transaction Costs' paper, matching @jack2013 exactly (2013, same title, same authors). @suri2016 is a different later paper by the same authors.",identified:@jack2013,False,False,[],False,False,False
10.1176/ajp.154.4.551,Reduced morbidity after gradual discontinuation of lithium treatment for bipolar I and II disorders: a replication study,10.1001/archpsyc.1993.01820180046005,Outcome After Rapid vs Gradual Discontinuation of Lithium Treatment in Bipolar Disorders,control,agrees_with_mo,['Outcome after rapid vs gradual discontinuation of lithium treatment in bipolar mood disorders'],['10.1001/archpsyc.1993.01820180046005'],@faedda1993,gpt-5.4-mini,@faedda1993,"The aim of this study was to verify reduction of early affective morbidity by gradual, rather than rapid, discontinuation of lithium treatment. | These results independently confirm a reduction in morbid risk from slow discontinuation of lithium treatment for bipolar disorders.",,True,"The replication study re-tests the finding that gradual vs rapid lithium discontinuation reduces early morbidity, which matches Faedda et al. (1993) 'Outcome After Rapid vs Gradual Discontinuation of Lithium Treatment in Bipolar Disorders'; baldessarini1996 is the later 1996 study, not the original.",identified:@faedda1993,False,False,[],False,False,False
10.1136/jmg.35.12.1034,The butyrylcholinesterase K variant and susceptibility to Alzheimer's disease.,10.1093/hmg/6.11.1933,Synergy Between the Genes for Butyrylcholinesterase K Variant and Apolipoprotein E4 in Late-Onset Confirmed Alzheimer's Disease,control,agrees_with_mo,"[""Synergy between the genes for butyrylcholinesterase K variant and apolipoprotein E4 in late-onset confirmed Alzheimer's disease""]",['10.1093/hmg/6.11.1933'],@lehmann1997,gpt-5.6-luna,@lehmann1997,Previous work has shown an association between the K variant of the butyrylcholinesterase (BCHE) gene and Alzheimer's disease (AD) in patients carrying the epsilon4 allele of ApoE. We attempted to replicate this finding in 181 UK white AD cases and 71 controls.,,True,"The study re-tests the reported synergy between BCHE-K and ApoE epsilon4 in AD, which is exactly the finding of Lehmann et al. 1997; other BCHE papers on the list report no association rather than the interaction being replicated.",identified:@lehmann1997,False,False,[],False,False,False
10.1007/s00439-011-0972-2,Identification of QTL genes for BMD variation using both linkage and gene-based association approaches,10.1359/jbmr.061015,Large-Scale Genome-Wide Linkage Analysis for Loci Linked to BMD at Different Skeletal Sites in Extreme Selected Sibships,control,agrees_with_mo,"['Largescale genome-wide linkage analysis for loci linked to BMD at different skeletal sites in extreme selected sibships', 'Largescale genome-wide linkage analysis for loci linked to BMD at different skeletal sites in extreme selected sibships', 'Largescale genome-wide linkage analysis for loci linked to BMD at different skeletal sites in extreme selected sibships', 'Largescale genome-wide linkage analysis for loci linked to BMD at different skeletal sites in extreme selected sibships']","['10.1359/jbmr.061015', '10.1359/jbmr.061015', '10.1359/jbmr.061015', '10.1359/jbmr.061015']",@hsu2006,gpt-5.6-luna,,"Previous large scale linkage study in Northern Chinese has identified four significant quantitative trait loci (QTL) for BMD variation on chromosome 2q24, 5q21, 7p21 and 13q21. We performed a replication study of these four QTL in 1,459 Southern Chinese from 306 pedigrees.",,True,"The re-tested original is the large-scale linkage study in Northern Chinese identifying QTLs at 2q24, 5q21, 7p21 and 13q21; none of the listed records matches that study (Ioannidis 2006 is the white-population genome-scan meta-analysis, and the other linkage papers concern different populations or r",not_on_list:,True,False,[],True,False,False
10.3109/14659891.2014.980862,Psychometric properties of a single-item assessing drunkenness to identify hazardous drinking: a replication study,10.3109/00952990.2013.810745,Validating the ability of a single-item assessing drunkenness to detect hazardous drinking,control,agrees_with_mo,['Validating the ability of a single-item assessing drunkenness to detect hazardous drinking'],['10.3109/00952990.2013.810745'],@barry2013b,gpt-5.4-mini,@barry2013b,Purpose: This study replicates previous work validating the ability of a non-quantity-based single item assessing drunkenness to effectively identify signs of hazardous alcohol use.,,True,"The study replicates previous work validating a single drunkenness item to detect hazardous drinking; @barry2013b ('Validating the ability of a single-item assessing drunkenness to detect hazardous drinking') matches exactly, unlike @obrien2006 which concerns injury risk in college students.",identified:@barry2013b,False,False,[],False,False,False
10.1126/sciadv.aaz0652,The limits of human predictions of recidivism,10.1126/sciadv.aao5580,"The accuracy, fairness, and limits of predicting recidivism",control,agrees_with_mo,"['The accuracy, fairness, and limits of predicting recidivism']",['10.1126/sciadv.aao5580'],@dressel2018,gpt-5.6-luna,@dressel2018,We report the results of a replication and extension of Dressel and Farid's experiment.,,True,"The study explicitly states it replicates and extends ""Dressel and Farid's experiment,"" which matches @dressel2018 (Dressel & Farid 2018, on accuracy of predicting recidivism). No other record fits.",identified:@dressel2018,False,False,[],False,False,False
10.1177/0886260518814267,Does Gottman’s Marital Communication Conceptualization Inform Teen Dating Violence? Communication Skill Deficits Analyzed Across Three Samples of Diverse Adolescents,10.1007/s10896-010-9305-9,Self-Reported Communication Variables and Dating Violence: Using Gottman’s Marital Communication Conceptualization,control,agrees_with_mo,"[""Self-reported communication variables and dating violence: Using Gottman's marital communication conceptualization""]",['10.1007/s10896-010-9305-9'],@cornelius2010,gpt-5.6-luna,@cornelius2010,"Our aim was to replicate this study with diverse samples of adolescents (50.3% Latino, 23.5% Black; M age = 16.06).",,True,"The abstract describes a preliminary study applying Gottman's marital communication conceptualization to relationship aggression among primarily White college students, which they replicate; Cornelius & Shorey (2010), 'Self-Reported Communication Variables and Dating Violence: Using Gottman's Marita",identified:@cornelius2010,False,False,[],False,False,False
10.1097/opx.0b013e318188891b,Clinical Value of the VMI Supplemental Tests: A Modified Replication Study,10.1097/00006324-200304000-00009,Clinical Value of the Beery Visual-Motor Integration Supplemental Tests of Visual Perception and Motor Coordination,control,agrees_with_mo,['Clinical value of the Beery visual-motor integration supplemental tests of visual perception and motor coordination'],['10.1097/00006324-200304000-00009'],@kulp2003,gpt-5.6-luna,@kulp2003,To carry out a modified replication of the study performed by Kulp and Sortor evaluating the clinical value of the information provided by Beery's visual-motor supplemental tests of Visual Perception (VP) and Motor Coordination (MC) in normally developed children.,,True,"The study explicitly replicates 'the study performed by Kulp and Sortor evaluating the clinical value of the information provided by Beery's visual-motor supplemental tests' — matching @kulp2003, authored by Kulp and Sortor on the clinical value of the VMI supplemental tests of VP and MC, not @sorto",identified:@kulp2003,False,False,[],False,False,False
10.1371/journal.pone.0287837,Did people really drink bleach to prevent COVID-19? A guide for protecting survey data against problematic respondents,10.15585/mmwr.mm6923e2,"Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Prevention — United States, May 2020",control,agrees_with_mo,['Knowledge and practices regarding safe household cleaning and disinfection for COVID-19 prevention-United States'],['10.15585/mmwr.mm6923e2'],@gharpure2020,gpt-5.6-luna,@gharpure2020,"In our attempts to replicate the CDC's results, we found that 100% of reported ingestion of household cleaners are made by problematic respondents.",,True,The study replicates 'the CDC's results' about people ingesting household cleaners during COVID-19; Gharpure et al. (2020) is a CDC-authored study on safe household cleaning and disinfection practices for COVID-19 prevention in the US. The alternative CDC MMWR paper (@chang2020) covers poison-center,identified:@gharpure2020,False,False,[],False,False,False
10.1177/026765838900500103,Parameters in L2 learning: Flynn revisited,10.1111/j.1467-1770.1968.tb01311.x,Contrast and Construction in a Parameter‐Setting Model of L2 Acquisition,control,agrees_with_mo,['Contrast and construction in a Parameter-Setting model of L2 acquisition'],['10.1111/j.1467-1770.1968.tb01311.x'],@flynn1987,gpt-5.6-luna,,"The present study, a replication of the methodology and hypotheses in Flynn (1987b), utilizes Arabic-speaking learners of ESL, who are predicted by Flynn's theory to perform much like her Spanish-speaking subjects.",,True,"The abstract explicitly names Flynn (1987b) as the replication target, and @flynn1987 (Flynn 1987, 'Contrast and Construction in a Parameter-Setting Model of L2 Acquisition') is the only Flynn work on the list, matching the re-tested parameter-setting theory and Spanish-speaking subjects.",identified:@flynn1987,False,False,[],False,False,False
10.1044/2018_aja-18-0082,A Follow-Up Clinical Trial Evaluating the Consumer-Decides Service Delivery Model,10.1044/2017_aja-16-0111,The Effects of Service-Delivery Model and Purchase Price on Hearing-Aid Outcomes in Older Adults: A Randomized Double-Blind Placebo-Controlled Clinical Trial,control,agrees_with_mo,['The effects of service-delivery model and purchase price on hearing-aid outcomes in older adults: A randomized double-blind placebo-controlled clinical trial'],['10.1044/2017_aja-16-0111'],@humes2017,gpt-5.6-luna,@humes2017,The primary objective was to replicate a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults,,True,The study replicates 'a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults' with a double-blind placebo-controlled design; @humes2017 is the original randomized double-blind placebo-controlled clinical trial of service-delivery models in older adults b,identified:@humes2017,False,False,[],False,False,False
10.1523/eneuro.0430-21.2022,Custom-Built Operant Conditioning Setup for Calcium Imaging and Cognitive Testing in Freely Moving Mice,10.1523/eneuro.0045-21.2021,"Unique Effects of Social Defeat Stress in Adolescent Male Mice on the Netrin-1/DCC Pathway, Prefrontal Cortex Dopamine and Cognition",control,agrees_with_mo,"['Unique effects of social defeat stress in adolescent male mice on the Netrin-1/DCC pathway, prefrontal cortex dopamine and cognition (Social stress in adolescent vs. adult male mice)']",['10.1523/eneuro.0045-21.2021'],@vassilev2021,gpt-5.6-luna,@vassilev2021,"Using this setup, we replicate our previously published findings showing that mice exposed to social defeat stress in adolescence have inhibitory control impairments in the Go/No-Go task when they reach adulthood.",,True,The study replicates 'our previously published findings' that adolescent social defeat stress causes adult inhibitory control impairments in Go/No-Go; Vassilev et al. 2021 is the same group's paper reporting exactly that adolescent male social defeat effect on prefrontal cortex dopamine and cognitio,identified:@vassilev2021,False,False,[],False,False,False
10.1093/ije/dyv127,Re-analysis of health and educational impacts of a school-based deworming programme in western Kenya: a pure replication,10.1111/j.1468-0262.2004.00481.x,Worms: Identifying Impacts on Education and Health in the Presence of Treatment Externalities,control,agrees_with_mo,"['Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities']","['10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x']",@miguel2003,gpt-5.6-luna,@miguel2003,"In this pure replication, we used data provided by the original authors to re-analyse the study according to their methods. We compared these results against those presented in the original paper.",,True,"The study is a pure replication of the influential 1998-99 Kenya school-based deworming study reporting 7.5% attendance gains, which is Miguel & Kremer's 'Worms' study (@miguel2003); @kremer is an earlier version and @davey2015 is the companion statistical replication, not the original.",identified:@miguel2003,False,False,[],False,False,False
10.1002/pros.21443,Chromosomes 4 and 8 implicated in a genome wide SNP linkage scan of 762 prostate cancer families collected by the ICPCG,10.1086/432377,"A Combined Genomewide Linkage Scan of 1,233 Families for Prostate Cancer–Susceptibility Genes Conducted by the International Consortium for Prostate Cancer Genetics",control,agrees_with_mo,"['A combined genomewide linkage scan of 1,233 families for prostate cancer susceptibility genes conducted by the international consortium for prostate cancer genetics']",['10.1086/432377'],@xu2005,gpt-5.6-luna,@xu2005,"In a previous microsatellite-based linkage scan of 1,233 PC families, we identified suggestive evidence for linkage (i.e., LOD ≥ 1.86) at 5q12, 15q11, 17q21, 22q12, and two loci on 8p, with additional regions implicated in subsets of families defined by age at diagnosis, disease aggressiveness, or number of affected members. METHODS: In an attempt to replicate these findings and increase linkage resolution, we used the Illumina 6000 SNP linkage panel to perform a genome-wide linkage scan of an independent set of 762 multiplex PC families, collected by 11 International Consortium for Prostate Cancer Genetics (ICPCG) groups.",,True,"The study replicates a previous microsatellite-based linkage scan of 1,233 PC families conducted by the ICPCG; @xu2005 is exactly that combined ICPCG genome-wide linkage scan of 1,233 families, and no other record matches this description.",identified:@xu2005,False,False,[],False,False,False
10.3389/fonc.2023.1139347,Replication of genetic associations of chemotherapy-related cardiotoxicity in the adjuvant NSABP B-31 clinical trial,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial,control,agrees_with_mo,"['Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial', 'Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial']","['10.1097/fpc.0000000000000302', '10.1097/fpc.0000000000000302']",@serie2017,gpt-5.6-luna,@serie2017,"Using the Agena Bioscience MassARRAY system, we genotyped TRPC6 rs77679196, BRINP1 rs62568637, LDB2 rs55756123, RAB22A rs707557, intergenic rs4305714, LINC01060 rs7698718, and CBR3 rs1056892 (V244M) (previously associated with either doxorubicin or trastuzumab-related cardiotoxicity in the NCCTG N9831 trial of anthracycline-based chemotherapy ± trastuzumab) in 993 patients with HER2+ early breast cancer from the NSABP B-31 trial of adjuvant anthracycline-based chemotherapy ± trastuzumab.",,True,"The study replicates the SNP-cardiotoxicity associations previously found in the NCCTG N9831 trial; @serie2017 is the GWAS of cardiotoxicity in NCCTG N9831 that reported those variants. Other records (e.g., @norton2020, @advani2015) do not match the source of the re-tested finding.",identified:@serie2017,False,False,[],False,False,False
10.3758/s13414-020-02239-0,Selection in working memory is resource-demanding: Concurrent task effects on the retro-cue effect,10.3758/s13414-013-0615-x,Orienting attention in visual working memory requires central capacity: Decreased retro-cue effects under dual-task conditions,control,agrees_with_mo,"['Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions', 'Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions']","['10.3758/s13414-013-0615-x', '10.3758/s13414-013-0615-x']",@janczyk2014,gpt-5.6-luna,@janczyk2014,"Here we explore a potential issue in that study - the temporal overlap of the secondary task response with the memory test presentation. We replicated their paradigm by inserting a tone discrimination task at the retro-cue offset, but we also included a condition in which the tone task and the memory test were temporally separated.",,True,"The abstract explicitly names Janczyk & Berryhill (2014) as the only dual-task study showing decreased retro-cue effects, and the study replicates their paradigm; @janczyk2014 is that paper.",identified:@janczyk2014,False,False,[],False,False,False
10.1186/s41235-020-00260-3,Wielding a gun increases judgments of others as holding guns: a randomized controlled trial,10.1037/a0027881,Action alters object identification: Wielding a gun increases the bias to see guns.,control,agrees_with_mo,['Action alters object identification: Wielding a gun increases the bias to see guns'],['10.1037/a0027881'],@witt2012,gpt-5.6-luna,@witt2012,"Thus, the first step was to conduct a high-powered replication. We found a significant gun embodiment effect in participants' reaction times and in their proportion of correct responses, but not in signal detection measures of bias, as had been originally reported.",,True,"The study replicates the gun embodiment effect—wielding a gun increases bias to see guns—originally reported by Witt & Brockmole (2012), the only listed record describing that finding and design.",identified:@witt2012,False,False,[],False,False,False
10.2466/pr0.1994.74.2.380,Attitudes toward Parents: A Direct Replication,10.2466/pr0.1993.72.3.744,College Students' Attitudes toward Relationships with Their Parents as a Function of Gender,control,agrees_with_mo,"[""College students' attitudes toward relationships with their parents as a function of gender""]",['10.2466/pr0.1993.72.3.744'],@vitulli1993,gpt-5.4-mini,@vitulli1993,A different sample of 84 college students' relationships with their parents were surveyed in a replication one year after the original study.,,True,"The study describes itself as a replication of college students' attitudes toward parents by gender, one year after the original; Vitulli & Holland (1993) is exactly that study, while the other records are theory/method works.",identified:@vitulli1993,False,False,[],False,False,False
10.1186/s13104-019-4590-8,Exploration of shared genetic susceptibility loci between type 1 diabetes and rheumatoid arthritis in the Pakistani population,10.1007/s00251-015-0839-0,Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients,control,agrees_with_mo,['Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients'],['10.1007/s00251-015-0839-0'],@kiani2015b,gpt-5.6-luna,@kiani2015b,We sought to replicate seven T1D-related SNPs (single nucleotide polymorphisms) that have been previously reported to be associated with RA susceptibility in a small set of mixed family-based and case–control Pakistani sample in a relatively large and independent RA case–control sample from the same population.,,True,The study replicates seven T1D SNPs previously reported associated with RA in a small mixed family-based and case-control Pakistani sample — exactly the design and population of @kiani2015b ('Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients'); the e,identified:@kiani2015b,False,False,[],False,False,False
10.1371/journal.pone.0175538,Absence of antibodies against KIR4.1 in multiple sclerosis: A three-technique approach and systematic review,10.1056/nejmoa1110740,Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis,control,agrees_with_mo,['Potassium channel KIR4.1 as an immune target in multiple sclerosis'],['10.1056/nejmoa1110740'],@srivastava2012,gpt-5.6-luna,@srivastava2012,We aimed to replicate the association using three different approaches to overcome the technical limitations of a single technique.,,True,"The study aims to replicate the reported association between anti-KIR4.1 antibodies and MS, which was first reported by Srivastava et al. (2012), 'Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis'; other listed KIR4.1 papers are replications or follow-ups, not the original finding.",identified:@srivastava2012,False,False,[],False,False,False
10.5334/jcaa.52,"Agent-Based Modeling, Scientific Reproducibility, and Taphonomy: A Successful Model Implementation Case Study",10.1177/0959683615609754,Modelling the palimpsest: An exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape,control,agrees_with_mo,['Modelling the palimpsest: an exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape'],['10.1177/0959683615609754'],@davies2015,gpt-5.6-luna,@davies2015,"This paper documents the process of a successful ABM replication study, as well as two additional modifications to the original model. Results corroborate the findings of the original geoarchaeological model",,True,"The study replicates an original geoarchaeological agent-based model of deposit formation in a fluvial arid Australian landscape with radiocarbon distributions — exactly Davies, Holdaway et al. (2015) 'Modelling the palimpsest'. No other list record fits that description.",identified:@davies2015,False,False,[],False,False,False
10.1038/s41531-018-0064-2,Antibody biomarker for de novo Parkinson disease: attempted validation,10.1038/npjparkd.2016.12,Blood biomarker for Parkinson disease: peptoids,control,agrees_with_mo,['Blood biomarker for Parkinson disease: peptoids'],['10.1038/npjparkd.2016.12'],@yazdani2016,gpt-5.6-luna,@yazdani2016,The current study sought to validate that finding using serum samples from de novo and control subjects in the Parkinson's Progression Markers Initiative study.,,True,"The study re-tests its own previous finding of the PD2 peptoid antibody biomarker (84% accurate for de novo PD, NINDS PDBP samples); @yazdani2016 'Blood biomarker for Parkinson disease: peptoids' is the only record matching that peptoid-based PD biomarker study.",identified:@yazdani2016,False,False,[],False,False,False
10.1080/15402000701264005,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,10.1093/sleep/20.4.278,Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment,control,agrees_with_mo,['Night-to-night variability in CPAP use over the first three months of treatment'],['10.1093/sleep/20.4.278'],@weaver1997b,gpt-5.6-luna,@weaver1997b,"Previous studies have suggested that early PAP use can predict long-term adherence, but these studies have not been replicated. This article presents a replication study enhanced by a longer follow up and additional data to suggest that 6-month adherence can be predicted within the first days of PAP use.",,True,"The study replicates the finding that early night-to-night PAP use predicts long-term adherence, with follow-up extended beyond 3 months — exactly matching Weaver et al.'s 'Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment'; the title's 'Revisiting Night-to-Night Variab",identified:@weaver1997b,False,False,[],False,False,False
10.1093/eep/dvaf016,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,10.1186/s12916-020-01736-1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions,control,agrees_with_mo,['Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions'],['10.1186/s12916-020-01736-1'],@rousseaux2020,gpt-5.6-luna,@rousseaux2020,"Using DNA methylation data from the EPIC array of 341 new placentas (85 smokers, 219 non-smokers, and 37 former smokers) from the EDEN cohort, we used a candidate approach to replicate maternal smoking-associated CpGs and regions previously identified using the 450K array",,True,"The study replicates maternal smoking-associated placental CpGs 'previously identified using the 450K array', and @rousseaux2020 is the earlier 450K-based study with the same title and findings (LEKR1 top hit), making it the original being re-tested.",identified:@rousseaux2020,False,False,[],False,False,False
10.1093/brain/awr007,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1038/ng.536,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions,control,agrees_with_mo,"['Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions']","['10.1038/ng.536', '10.1038/ng.536', '10.1038/ng.536']",@deerlin2010,gpt-5.6-luna,@deerlin2010,Transmembrane Protein 106B SNP rs1990622 was recently shown to modify the risk of frontotemporal lobar degeneration with TDP-43 inclusions (FTD-TDP). An independent replication study of this genetic variant was performed in 381 individuals from Catalonia (Spain).,,True,"The study replicates the finding that TMEM106B rs1990622 modifies risk of FTLD with TDP-43 inclusions, first reported in the Van Deerlin et al. 2010 GWAS of common variants at 7p21 associated with FTLD-TDP; other TMEM106B papers address progranulin carriers or C9ORF72, not FTD-TDP risk.",identified:@deerlin2010,False,False,[],False,False,False
10.1101/lm.2269911,Dorsal and ventral striatal protein synthesis inhibition affect reinforcer valuation but not the consolidation of instrumental learning,10.1038/nn973,Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens,control,agrees_with_mo,['Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens'],['10.1038/nn973'],@hernandez2002,gpt-5.6-luna,@hernandez2002,"In the current experiments, we first replicated the effect of unprotected post-session anisomycin infusions into the NAcc on instrumental acquisition.",,True,The study replicates the finding that post-session anisomycin infusions into the NAcc core impaired instrumental acquisition; only Hernandez et al. (2002) reports exactly this result — post-session protein synthesis inhibition in the nucleus accumbens affecting early consolidation of instrumental le,identified:@hernandez2002,False,False,[],False,False,False
10.1038/tp.2013.63,Interaction between polygenic risk for cigarette use and environmental exposures in the Detroit neighborhood health study,10.1038/tp.2012.41,Genome-wide meta-analyses of smoking behaviors in African Americans,control,agrees_with_mo,['Genomewide meta-analyses of smoking behaviors in African Americans'],['10.1038/tp.2012.41'],@david2012,gpt-5.6-luna,,"Using regression (effective n=399), we first tested for association between the GRS and cigarettes per day, attempting to replicate the findings from the meta-analysis.",,True,"The study built a GRS from 'a recent meta-analysis conducted in a large sample of African Americans' and explicitly attempted to replicate its findings for cigarettes per day; @david2012 is the genome-wide meta-analysis of smoking behaviors in African Americans. Other records (furberg2010, liu2010, ",identified:@david2012,False,False,[],False,False,False
10.1159/000331585,"The Association of CD46, SLAM and CD209 Cellular Receptor Gene SNPs with Variations in Measles Vaccine-Induced Immune Responses: A Replication Study and Examination of Novel Polymorphisms",10.1016/j.jaci.2007.04.036,Variations in measles vaccine–specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors,control,agrees_with_mo,['Variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors'],['10.1016/j.jaci.2007.04.036'],@dhiman2007,gpt-5.6-luna,,A previously detected association of the CD46 SNP rs2724384 with measles-specific antibodies was successfully replicated in this study.,,True,"The study replicates the previously detected association of CD46 SNP rs2724384 with measles-specific antibodies, originally reported in Dhiman et al. 2007 on SLAM and CD46 polymorphisms and measles vaccine immunity, by the same group.",identified:@dhiman2007,False,False,[],False,False,False
10.1177/10870547251314924,Avoidant Automatic Thoughts Are Associated With Task Avoidance and Inattention in the Moment: Replication in a Community Sample,10.1007/s10608-023-10410-8,Avoidant Automatic Thoughts are Associated with Task Avoidance and Inattention in the Moment,control,agrees_with_mo,['Avoidant automatic thoughts are associated with task avoidance and inattention in the moment'],['10.1007/s10608-023-10410-8'],@knouse2023,gpt-5.6-luna,@knouse2023,"In a prior study of college students using Ecological Momentary Assessment (EMA), AATs were frequent daily occurrences and participants with more severe ADHD symptoms at baseline reported more frequent AAT. Importantly, momentary presence of AAT was associated with greater task avoidance and inattentive symptoms. In the current study, we replicated and extended this study in a community sample of adults.",,True,"The study replicates and extends a prior EMA study of college students on avoidant automatic thoughts, ADHD symptoms, task avoidance, and inattention; @knouse2023 is exactly that study (same title minus the 'Replication in a Community Sample' addendum) and no other record fits.",identified:@knouse2023,False,False,[],False,False,False
10.1016/j.dadm.2016.09.003,Prospective associations of plasma phospholipids and mild cognitive impairment/dementia among African Americans in the ARIC Neurocognitive Study,10.1038/nm.3466,Plasma phospholipids identify antecedent memory impairment in older adults,control,agrees_with_mo,['Plasma phospholipids identify antecedent memory impairment in older adults'],['10.1038/nm.3466'],@mapstone2014,gpt-5.6-luna,@mapstone2014,Our study failed to replicate previous findings in this mostly African American cohort,,True,"The study re-tests the 10 phospholipids previously predictive of MCI/dementia with AUC 0.96 in whites, which matches Mapstone et al. 2014's plasma phospholipid biomarker panel identifying antecedent memory impairment.",identified:@mapstone2014,False,False,[],False,False,False
10.1371/journal.pone.0030237,Genetic Evidence for the Association between the Early Growth Response 3 (EGR3) Gene and Schizophrenia,10.1073/pnas.0610765104,"Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3 , as potential susceptibility candidates in schizophrenia",control,agrees_with_mo,"['Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3, as potential susceptibility candidates in schizophrenia']",['10.1073/pnas.0610765104'],@yamada2007,gpt-5.6-luna,@yamada2007,"However, subsequent studies failed to replicate this finding. To investigate the genetic role of EGR3 in Chinese patients, we genotyped four SNPs (average interval ∼2.3 kb) in the chromosome region of EGR3 in 470 Chinese schizophrenia patients and 480 healthy control subjects.",,True,"The study re-tests the reported association of the EGR3 gene (chromosome 8p21.3) with schizophrenia; Yamada et al. 2007 is the primary study that identified EGR3 as a schizophrenia susceptibility candidate via the calcineurin pathway, and no other listed record reports that original EGR3 association",identified:@yamada2007,False,False,[],False,False,False
10.1002/ibd.21752,Independent Replication of an Association of CNVR7113.6 with Crohnʼs Disease in Caucasians,10.1038/nature08979,"Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls",control,agrees_with_mo,"['Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls']",['10.1038/nature08979'],@craddock2010,gpt-5.6-luna,@craddock2010,The aim of our study was to confirm the CNVR7113.6 association by genotyping two independent inflammatory bowel disease (IBD) cohorts and by conducting a subsequent meta-analysis.,,True,"The study re-tests the CNVR7113.6 association from 'a recent genome-wide association study of CNVs' that also used the WTCCC dataset; Craddock et al. (2010) is exactly that GWAS of CNVs in 16,000 cases including WTCCC controls, and no other listed record fits.",identified:@craddock2010,False,False,[],False,False,False
10.1177/1474704920960450,No Evidence for a Relationship between Intelligence and Ejaculate Quality,10.1016/j.intell.2008.11.001,Intelligence and semen quality are positively correlated,control,agrees_with_mo,['Intelligence and semen quality are positively correlated'],['10.1016/j.intell.2008.11.001'],@arden2008,gpt-5.6-luna,@arden2008,"We conducted a conceptual replication of one such study | We controlled for several covariates known to affect ejaculate quality (e.g., abstinence duration before providing an ejaculate) and found no statistically significant relationship between intelligence and ejaculate quality; our findings, therefore, do not match those of Arden, Gottfredson, Miller et al. or those of previous studies.",,True,"The study explicitly says its findings 'do not match those of Arden, Gottfredson, Miller et al.', matching @arden2008 (Arden, Gottfredson, Miller 2008, 'Intelligence and semen quality are positively correlated'), the original finding being conceptually replicated.",identified:@arden2008,False,False,[],False,False,False
